ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,NUMAGREMENT,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
COMCHA0080001004,Boutique de produits ardennais et souvenirs Woinic,Commerce:Service,,Commerces et services divers,,,Cadeaux / Souvenirs,,,,,Autoroute A34,Site de Woinic,Sortie 14,8270,FAISSAULT,FRANCE,03 24 39 77 98,,,woinic@ardennes.com,,http://www.ardennes.com,,49.60506,4.523976,,,,Boutique de produits ardennais et souvenirs Woinic,Fermée du 25 décembre 2015 au 28 février 2016,"Située sur laire des Ardennes Woinic de lautoroute A 34, la boutique de souvenirs et de produits ardennais, qui jouxte la sculpture géante de Woinic le plus grand sanglier du monde, vous propose toute l'année sa gamme de produits :","Les souvenirs Woinic comme les cartes postales, les magnets, les autocollants, les gourdes isotherme, les tasses, les porte-clés ou bien encore les parapluies.De même découvrez notre gamme  Les Ardennes c'est pas pareil  avec les tasses, les linges de cuisine, les bonbons au miel, les magnets et depuis peu les parapluies.Ou tout simplement notre emblème, le sanglier, décliné en peluches de toutes tailles, boule à neige, magnet ou miniature en résine...Que vous soyez gourmands ou pas, n'hésitez plus et dégustez les produits de la marque collective Ardennes de France tels que: - Les bières Ardwen, comme la Woinic bleue ou rouge à l'unité ou en coffret- La bière blonde Cuvée d'Arthur- Les terrines des Délices de l'Arnes- Le pâté Rimbaud au foie gras de Mr Collin- Du miel et des bonbons de Mr De JulisMais aussi:- Les savons au lait d'ânesse de l'Âne en bulles- Le cidre, la Frênette ou le Pom'Pétillant de la cidrerie Les Bulles Ardennaises- Le livre de recettes familiales de la Confrérie du gâteau mollet- Le livre  Les Ardennes, Contes et Légendes  aux éditions Noires Terres- Bâtons et cannes de marche de la Forêt d'Ardennes...Renseignements:Boutique de laccueil touristique du site de Woinic, Autoroute A 34, sortie 14 Ouverture du lundi au samedi de 10 h à 12 h 30 et de 13 h 30 à 18 h et le dimanche de 14 h à 18h (fermé les jours fériés)Tél: 03 24 39 77 98. Pour plus dinformations sur la marque collective Ardennes de France : www.ardennes-de-france.comCette boutique, vous est proposée par l'Agence de Développement Touristique.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/da92cb77-7a04-4dbb-9783-1f40f0b6c46b/woinic800x506px.jpg,http://cnstlltn.com/master/5d5bdc7f-13dc-4ef6-a089-69641e69a6df/ardennes+pas+pareil+(1).jpg,http://cnstlltn.com/master/e8eb569c-4414-448e-a997-ccccf3d2bedb/sanglier+peluche+objet.jpg,,,,,Animaux acceptés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,anglais,,,,Chèques,Espèces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001012,Boutique de Produits du Terroir - Office de Tourisme de Charleville/Sedan en Ardenne,Commerce:Service,,Commerces et services divers,,,Produits du terroir,,,,,4 place Ducale,Office de Tourisme de Charleville/Sedan en Ardenne,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 55 69 90,,,info@charleville-tourisme.com,,http://www.charleville-tourisme.com,,49.77397,4.719927,,,,Boutique de Produits du Terroir - Office de Tourisme de Charleville/Sedan en Ardenne,,ouvert du lundi au samedi - de 9h30 à 12h00 et de 13h30 à 18h00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000437,Caisse d'Epargne ,Commerce:Service,,Banques et assurances,,,Banque,,,,,"72, rue Pasteur",,,8800,MONTHERME,FRANCE,+33 (0)8 21 01 05 76,,,,,,,49.89996,4.750521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000592,CENTRE DE CONGRÈS DES VIEILLES FORGES,Commerce:Service,,,,,,,,,,,, ,8500,LES MAZURES,FRANCE,03.24.40.31.30,,03.24.40.40.22,,,,,49.888325,4.626646,,,,CENTRE DE CONGRÈS DES VIEILLES FORGES,,,"Centre de congrès équipé de 3 salles de séminaires de 30 à 110 personnes, d'une salle de congrès de 420 places ainsi que d'une salle polyvalente pouvant accueillir 550 personnes en réception ou 700 personnes en séminaire. A proximité de la Base de Loisirs des Vieilles Forges.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renseignement/Information,,DUBOIS,,,,03 24 40 31 30,03 24 40 40 22,Direction,,DUBOIS,Jérémy,,,03 24 40 31 30,03 24 40 40 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000845,Centre Social Escal en Yvois,Commerce:Service,,Equipements culturels,,,,,,,,"14, Avenue de Blagny ",Maison Jean Jaurés ,,8110,CARIGNAN,FRANCE,03 24 27 28 07,,,escal-en-yvois@wanadoo.fr,,http://carignan.centres-sociaux.fr,,49.63747,5.17254,,,,Centre Social Escal en Yvois,,Ouvert toute l'année.,De multiples activités vous sont proposées par le centre social Escal en Yvois :- Séances de Cinéma- Spectacles- Concerts- Informatique ...Prenez contact !,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/2039bd1e-b5af-44e4-8396-04ab867e4579/2039bd1e-b5af-44e4-8396-04ab867e4579_134.png,,,,,,,,,,,,,,,,,,,,,,,Direction,,PONSARD,Pascal ,,escal-en-yvois@wanadoo.fr,03 24 27 28 07,,Autres,,PONSARD,Pascal ,,escal-en-yvois@wanadoo.fr,03 24 27 28 07,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000899,Charcuterie Rossignol,Commerce:Service,,Artisan,,,Boucherie,,,,,5 rue du Petit Bois,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 33 35 98,,,charcut.rossignol@free.fr,,http://www.charcutiertraiteurrossingnol.fr,,49.77335,4.722135,,,,Charcuterie Rossignol,,Adhérent à la marque collective  Ardennes de France .,charcuterie traiteur - fabrication maison de boudin blanc nature et à l'oignon - pâté croûte brioché - pâté Gonzague - noix de jambon des Ardennes.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/81dbf530-b43f-4f95-8a72-b35774bc33a7/cdt08-cl+(13).jpg,http://cnstlltn.com/master/20047973-cce5-46be-bc37-cbcb94cd9e8e/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000843,Cinéma  Le Turenne ,Commerce:Service,,Equipements culturels,,,Cinéma,,,,,"17, avenue de Verdun ",,,8200,SEDAN,FRANCE,03 24 27 05 30,,,,,http://www.cinematurenne.fr,,49.69848,4.936284,,,,Cinéma  Le Turenne ,,Ouvert toute l'année.,"Entièrement rénové en 2009, le cinéma Turenne est composé de 3 salles vous proposant une programmation éclectique. Possibilité cinéma en 3D. Depuis 2011, le cinéma Turenne est passé à la projection en numérique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000688,Classine André ,Commerce:Service,,,,,,,,,,"6, Chemin de Vendresse",,,8160,ELAN,FRANCE,03 24 54 61 89,,,,,,,49.65744,4.748734,,,,CLASSINE ANDRE,,Vente de viande en caissette,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a414b2e8-fc7f-41cb-a04a-0958626ff383/a414b2e8-fc7f-41cb-a04a-0958626ff383_134.jpg,,,,,,,,,,,,,,,,,,,,,,,Propriétaire,,CLASSINE,ANDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000887,Confiserie du Vieux Moulin,Commerce:Service,,Artisan,,,Chocolatier,,,,,14 rue du Moulin,,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 33 20 12,,,,,,,49.7742,4.721635,,,,Confiserie du Vieux Moulin,,Adhérent à la marque collective  Ardennes de France .,"Spécialités chocolatées ardennaises :  pavé du moulin , écailles des Ardennes,  palet ardennais , marcassins et sangliers en chocolat.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/98d7a01c-a332-49ec-84a5-12afb22a8855/cdt08-cl+(8).jpg,http://cnstlltn.com/master/133ad330-bfb1-479b-9d99-89e4686a2350/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000536,Crédit Agricole,Commerce:Service,,Banques et assurances,,,Banque,,,,,"3, Place Danton",,,8120,BOGNY SUR MEUSE,FRANCE,+33 (0)3 24 37 25 23,,+33 (0)3 24 37 67 65,,,,,49.84687,4.754945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000502,Crédit Agricole Du Nord Est ,Commerce:Service,,Banques et assurances,,,Banque,,,,,"10, rue du Docteur Lemaire",,,8800,MONTHERME,FRANCE,+33 (0)3 24 53 02 36,,,,,,,49.89996,4.750521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001015,Debesse Iso et Bois,Commerce:Service,,Artisan,,,Divers,,,,,6 place du Paquis,,,8260,AUVILLERS LES FORGES,FRANCE,03.24.52.93.76,,,,,http://www.debesseisoetbois.fr,,49.86604,4.359554,,,,Debesse iso et Bois,Artisant du bois,DEUX GENERATIONS DE SAVOIR FAIRE A VOTRE SERVICE,"Depuis près de 40 ans notre société met à votre service son savoir faire en alliant expérience et qualité de ses produits.   Nous proposons une large gamme de prestations avec comme point fort le sur-mesure.   En plus de notre expérience, nous cherchons toujours à utiliser des matériaux modernes et innovants.   Notre entreprise est reconnu QUALITE ARTISAN   Toutes nos réalisations sont unique, adaptée à votre projet et  garanties sous couvert d'une assurance de 10 ans. Nous vous proposont un évantail de produits et de savoir faire que nous mettons à votre disposition pour toutes vos réalisations.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/a2f670c1-94ad-4db8-a1c9-751bb9abd876/debesse.jpg,http://cnstlltn.com/master/379944e4-49a8-4e4f-b612-869d44b57cc5/image.jpg,http://cnstlltn.com/master/dd1b825f-85cf-4022-b6e0-2bb3ac76eec8/image+(1)cheval.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,Chèques bancaires et postaux,Espèces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000577,DEVINGT,Commerce:Service,,Artisan,,,,,,,,,,,8160,DOM LE MESNIL,FRANCE,+33 (0)3 24 54 08 66,,,,,,,49.68409,4.808152,,,,DEVINGT ROBERT,,Apiculteur,Vente de miel toute fleurs et d'hydromel.Ses produits sont également en vente dans la boutique de produits du terroir de l'office de tourisme du Pays des Sources au Val de Bar. Horaires de l'Office de Tourisme:Toute l'année : du mardi au samedi de 10h à 12h et de 14h à 17h30. Le dimanche de 14h à 17h30. Fermé le lundi.En juillet et août: du lundi au samedi de 10h à 12h et de 14h à 18h00. Le dimanche de 14h à 18h.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/aa95b8e0-dbfd-4020-b2cc-fe3d6770e8eb/aa95b8e0-dbfd-4020-b2cc-fe3d6770e8eb_134.jpg,,,,,,,,,,,,,,,,,,,,,,,Autres,,DEVINGT,ROBERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000854,Espace Détente,Commerce:Service,,Equipements sportifs,,,Bien-être / Relaxation,,,,,,,,8380,SIGNY LE PETIT,FRANCE,03 24 53 54 73,,,campingprehugon@wanadoo.fr,,,,49.91398,4.285011,,,,Espace détente à Signy le petit,Au Domaine de la motte,Ouvert à tous toute l'année,"Maryline, vous accueille dans son espace détente. Praticienne en massages bien-être agréée Fédération Française de Massage Bien-être elle vous fera découvrir de nouvelles sensation.Des cours d'aquagym et de danse indienne son proposées par séance d'1h pour 5.Le Domaine de la Motte vient d'ouvrir son espace détente. Venez profiter de la salle de fitness, du sauna, du hamman, et du solarium. Mais nous vous proposons également dans l'espace modelage des massages ayurvédique cranien mais aussi des soins du corps.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/5951f697-435d-4f0b-9b4e-16d3fd3107f7/098a27841796383532cd3bbf759f7348.jpg,http://cnstlltn.com/master/a6fb24d3-6b3f-4ee3-bd7f-3b349b8a5220/dfebcf539b58d3734e1ce27afcd2df69_0.jpg,http://cnstlltn.com/master/fbc64ef9-8dfe-4239-8a1f-a3b3fcdcdb1b/4f748253a47e1a699bc94a19ec19e2f1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,anglais,,,,Chèques,Chèques bancaires et postaux,Chèques Vacances,Espèces,Eurocard - Mastercard,Visa,,,,,,,,,,,,,,,,,,,,,,,,,Bar / buvette,Espace jeux,Restaurant,Séminaire,Wifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massage Corps,30.00,45.00,"Espace détante sauna, hammam",10.00,15.00,Solarium,4.00,12.00,sauna ou hammam 20min,5.00,5.00,soins du corps ,25.00,25.00,massages bien être,15.00,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000889,Euro Bengale,Commerce:Service,,Autres équipements,,,Divers,,,,,Le Bochet,,,8390,SAUVILLE,FRANCE,03 24 30 62 61,,,,,http://www.eurobengale.com/fr/,,49.55622,4.794448,,,,Euro Bengale,,Adhérent à la marque collective  Ardennes de France .,"Artifices de divertissement, spectacles pyrotechniques. Première entreprise française à avoir obtenu la certification ISO 9001 version 9000.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/14eff8ba-3116-43e9-b88f-3b534d71d1c2/eurobengale.jpg,http://cnstlltn.com/master/4231c976-5957-4a93-bb1d-b7c7d5bb37ac/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000901,Ferme de Saint Quentin,Commerce:Service,,Artisan,,,Divers,,,,,8 rue du Paquis,,,8390,STONNE,FRANCE,03 24 22 40 62,,,,,,,49.54998,4.926898,,,,Ferme de Saint Quentin,,Adhérente à la marque collective  Ardennes de France .,"Fromage de brebis frais, affiné et sec",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/4e129f32-358d-471b-a58f-071aa288793c/ferme+de+st+quentin+-+credit+photo+chambre+d%27agriculture+des+ardennes++(1).jpg,http://cnstlltn.com/master/7b04044b-4d55-4643-b085-b806a4981b89/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001017,Fromage de Rocroy à la Croix de Fer,Commerce:Service,,Commerces et services divers,,,Produits du terroir,,,,,1824 la Croix de Fer,,,8230,ROCROI,FRANCE,03 24 22 41 50,,,jerome.lenoir951@prange.fr,,,,49.91393,4.519053,,,,Produits fermiers au lait cru,Vente en boutique à Rocroy uniquement,"Beurre, Fromage blanc, fromage de Rocroy, lait, crème, Tomette...","Horaires d'ouverture de la boutique : le mardi, jeudi, vendredi, de 13h30 à 19h, samedi de 10h à 12h30 et de 13h30 à 18h30, le dimanche de 10h à 12h",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/81fbb1c4-5b68-41c5-af0e-217c9c6d7837/tarte+au+fromage+de+rocroi.jpg,http://cnstlltn.com/master/9d6bfbf5-1638-4fdc-83f1-d42b4d5791ab/10383808_810972892305396_4073669992958393512_o.jpg,,,,,,,,,,,,,,,,,,,,,,Autres,,Lenoir,Claudine,,,,,,,,,,,,,,,,,français,,,,,Chèques,Chèques bancaires et postaux,Espèces,,,,,,,,Parking privé,,,,,,,,,,,,,,,,,,,,Animation thématique spécifique,Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001034,Fumay Taxis,Commerce:Service,,Commerces et services divers,,,,,,,,,,,8170,FUMAY,FRANCE,,,,,,,,49.99446,4.705971,,,,Fumay Taxis - Ardenne - France,,Bienvenue chez nous pour vos déplacements,TAP ConventionnéGares Aéroports Taxi à la carte Privé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autres,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001029,GL-Autoclean,Commerce:Service,,Commerces et services divers,,,Garage,,,,,,,,8320,VIREUX MOLHAIN,FRANCE,,,,,,,,50.08632,4.724539,,,,GL-Autoclean - Vireux-Molhain-Ardenne-France,,"GL-Autoclean, votre expert du nettoyage auto vapeur à domicile.",Déplacement gratuit.Prestations à partir de 20 Toutes les prestations sur :http://www.gl-autoclean.com,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/f5646313-45e5-42ca-913b-318f16ce60ba/car-wash-4-1508128.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000872,Julopark,Commerce:Service,,Au service de l'enfance,,,,,,,,66 Avenue de la Marne,,,8200,SEDAN,FRANCE,03 10 07 65 24,,,julopark@laposte.net,,http://www.julopark.fr,,49.69707,4.918307,,,,Julopark,,Aire de jeux de 1000m² pour les enfants de 0 à 12 ans,"Une nouvelle structure pour occuper vos enfants, château gonflable multicolore,structure tubulaire de 70m², billard, espace foot, bowling, vélos... pour les enfants de 4 à 12 ans.Quant aux plus petits un espace leur est entièrement dédié, les parents ne sont pas en reste avec un coin détente et un service wifi.Vous pouvez organiser l'anniversaire de votre enfant sur réservation, de même des soirées à thème sont prévues tout au long de l'année.Une halte-garderie surveillée est mise en place soit à l'heure soit à la journée.Le Julopark est ouvert les soirs d'école de 16h à 20h et le mercredi toute la journée de 10h à 22h ainsi que pendant les vacances scolaires et les week-ends.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/15d39a79-fe40-4d54-9f2b-59bd0a3d34f6/flyer-julopark.jpg,http://cnstlltn.com/master/2e404869-6050-40e8-af6d-6546ae06d934/julopark+1.jpg,http://cnstlltn.com/master/a6a5dc8b-1313-4813-9972-6f0fe1839a36/julopark+2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espace jeux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
